site_id,gateway_hub_id,description,last_data,site_status,start_reading,longitude,latitude,location.type,end_reading
1010,arc1112,"Melbourne Convention Centre Carpark, approximately 31m NE of Bababoi, Unit 16, Ground 60 Siddeley StreetDOCKLANDS VIC 3008",2021-10-04T00:00:01Z,C,2021-06-28T14:00:00Z,144.95222195,-37.82250002,Point,NA
1014,arc1045,"Flinders Street between Swanston Street and Elizabeth Street, approximately 15m South of Young & Jackson, Young And Jacksons Hotel1-7 Swanston StreetMELBOURNE VIC 3000",2021-10-04T00:00:01Z,C,2021-09-16T14:00:00Z,144.967222,-37.8175,Point,NA
1015,arc1046,"Spring Street between Little Bourke Street and Lonsdale Street, approximately 13m NE of COVID closed as at 12-JUN-21, 185-197 Spring StreetMELBOURNE VIC 3000",2021-10-04T00:00:01Z,C,2021-09-16T14:00:00Z,144.9725,-37.810278,Point,NA
1011,arc1055,"Melbourne Convention Centre Carpark, approximately 38m East of Care Park, Melbourne Convention Centre Carpark671-701 Flinders StreetDOCKLANDS VIC 3008",NA,C,2021-07-06T14:00:00Z,144.952222,-37.822222,Point,NA
1012,arc1048,"Little Collins Street between Exhibition Street and Russell Street, approximately 8m NW of Stamford Plaza Melbourne, 111 Little Collins StreetMELBOURNE VIC 3000",2021-10-04T00:00:01Z,C,2021-09-16T14:00:00Z,144.97,-37.813333,Point,NA
1007,arc1113,"Siddeley Street between Spencer Street and Wurundjeri Way, approximately 24m South of Care Park, Melbourne Convention Centre Carpark671-701 Flinders StreetDOCKLANDS VIC 3008",2021-10-04T00:00:01Z,C,2021-05-19T14:00:00Z,144.951835,-37.82246,Point,NA
1016,arc1049,"Lonsdale Street between Elizabeth Street and Queen Street, approximately 16m South of Who Salon, 402 Lonsdale StreetMELBOURNE VIC 3000",2021-10-04T00:00:01Z,C,2021-09-16T14:00:00Z,144.960556,-37.812778,Point,NA
1013,arc1047,"William Street between Little Lonsdale Street and La Trobe Street, approximately 24m West of The Mint Bar & Restaurant, Northern GuardhouseRoyal Mint318 William StreetMELBOURNE VIC 3000",2021-10-04T00:00:01Z,C,2021-09-16T14:00:00Z,144.956389,-37.811944,Point,NA
1009,arc1050,"Flinders Lane between Swanston Street and Elizabeth Street, approximately 7m South of Centro Espresso Cafe, Shop 2, 252 Flinders LaneMELBOURNE VIC 3000",2021-10-04T00:00:01Z,C,2021-06-13T14:00:00Z,144.96570467,-37.81686763,Point,NA
